,Truth,ASR_Predict,asr_wer
418,我們現在探討我記得當時我們都在立院的時候,純在頓討我子的當事人的待動運的時候,0.65
419,我們將社會救助法,什降斯會這重小,0.875
420,有討論的一個機制制度,討論每一個自於自制度,0.5
421,這個機制制度做甚麼呢,這意的機制制度自什麼呢,0.4
422,就像秘書長剛才說的,這陣能目想大說的,0.7777777777777778
423,所以我們在一百零八年,身理我們在一百零八年人,0.3
424,有一般榮民的兩萬,般農美的兩問,0.625
425,急難救助的,這幾面這助的,0.8
426,重大傷害的,重大相來的,0.4
427,但是我不希望說未來一二十年也都沒有調整,那送的不希望孫未來一樂孫女個月調整,0.5789473684210527
428,所以我給一個功課,是了等一個安客,0.75
429,我就希望比如說比照,我在是讓不路子偽照,0.7777777777777778
430,我們的社會救助法,的稅著助,0.75
431,我們都有這個最公平的,人們登有最的最公平的,0.4
432,也就是我們有我們的這個物價指數的標準,直就助的美有我們的自個物價指數的標準,0.2777777777777778
433,是不是我們可以依照物價指數的標準來提升,是不是我們可因在物在指次的不要準來提色,0.42105263157894735
434,那這個都假不了,那資己的講不點,0.7142857142857143
435,每一年政府會公告,明天年智能奔告,0.75
436,物價指數不要讓榮民,目價指數不他慢人民,0.4444444444444444
437,我也吶喊了將近七八年,麼也吶還的張繼七八年,0.5
438,才提升兩萬為三萬,臺提三兩半鬼相關,0.75
439,這個我吶喊到的,這對的那滿道的,0.7142857142857143
440,我覺得榮民這麼辛苦也不要再讓他們,這真人資個村款比不論度摘當他們,0.875
441,跟這個要這麼拜託要這麼拜託要拜託那麼多年,跟這的這個麼敗多這麼敗得的被的那的多力,0.65
442,所以我覺得我們應該要有一個制度,生的覺得我們應該任了的制度,0.4666666666666667
443,副主委你的看法,負作你的看,0.5714285714285714
444,是我想重點在,直國獎重點在,0.5
445,我們本會齁就是基金會,很會好就就基金會,0.5
446,如果財源允許齁,沒有參於起喔,1.0
447,我們就認為該,我們自住這為開語,0.8333333333333334
448,所以當然是如此阿,順身產歲,1.0
449,應該我們要未雨綢繆設立制度,該本們的位與存某刺地制度,0.6923076923076923
450,而不是任由隨便我喜歡兩萬就到三萬,三不蘇任的是並不奇問兩快的大餐們,0.8125
451,還是兩萬到兩萬五還是十幾年都不動,孩子兩位大兩萬舞孩子四幾年的不到,0.625
452,對既然我們願意這麼做我們就給他制定制度好嗎,是資然我們邊你怎麼做我們治療自定子的和,0.6190476190476191
453,你去研議然後,之人難了,1.0
454,提供給本席,聽他的本性,0.8
455,就舉照我們的社會救助法,的制照我們的受就住房嗎,0.6363636363636364
456,大家你們做事也好做大家一個公平性,大家明的這些然好這大在的公平性,0.5625
457,我覺得這樣對榮民也是一個尊重,是建子對能女子有尊重,0.7857142857142857
458,接下來我再請問,世間有在請問,0.7142857142857143
459,因為我們十四家榮家,是們我的四四家樓萌將,0.7777777777777778
460,榮家大家在一塊因為,存在大在在快會,0.7777777777777778
461,就是如果說他的免疫系統低,自最那本做他的允系等備,0.75
462,其實今天我的問題主要是針對榮民榮眷基金會的部分,天子今天我的問題主要是整對容濃電基金會的部分,0.30434782608695654
463,我要請教主副主委就是說,所要請教足不作就是說,0.45454545454545453
464,副主委認同,不責認同,0.6
465,那副主委認同這個知人善用,那不罪認同這個自在用,0.5
466,那我們看看這個榮民榮眷基金會的部分呢,真我們開看自給榮融券基金快的部分了,0.5
467,我們來看看他的架構,們看看到的架構,0.3333333333333333
468,是不是有符合,四自由符合,0.6666666666666666
469,這個副主委認定的剛才提到的這個標準,這個副責的認定的張才提到的怎標準,0.29411764705882354
470,我們知道副主委同樣也是這個基金會的董事長,我們資道不罪同樣也四這的基金會的董事長,0.3
471,可是我們在看到這個人選之前我們要先講到,從在看到這個人選之前農六先講到,0.3684210526315789
472,基金會的他主要的宗旨,基金費的他主要的終子,0.3
473,副主委這個董事長基金會的,著做這個二董早資之和會的,0.6666666666666666
474,第二條組織上面的捐助章程裡面的二條,條跑組織上面的捐住增層面這條,0.5294117647058824
475,他白紙黑字說的什麼他說,白子黑自說的怎麼拿說,0.45454545454545453
476,基金會應該要有效管理基金,基金會因才要有效管理基金,0.16666666666666666
477,嘉惠農民榮眷辦理下面的事項,家會農民龍劵萬領項面的四項,0.6153846153846154
478,第四項裡面他說到呢,一四項裡面他縮到了,0.3333333333333333
479,其他有關榮民榮眷的福利,西他有關龍民融劵的福利,0.36363636363636365
480,以及服務我剛剛聽到,以及除我剛聽頭,0.4444444444444444
481,這個董事長你再提到報告的時候呢提到這個清寒的獎學金,這個總統對提到報告的時候的提到這個青含的講學金,0.36
482,基本上面來講其實本席認為那些的,新本方面來講示子本其令我兩那些的,0.5333333333333333
483,本席認為太少,本行認為太放,0.3333333333333333
484,我們回歸到前面我要先請教的就是說,回貴到前面王心請教的就說,0.4375
485,基金會應該要有效管理基金,至今會應該要有效管理基金,0.16666666666666666
486,董事長您認為基金會有有效管理基金了嗎,總兩寧任為基金會有有效管理基金了嗎,0.2777777777777778
487,我們來在持續不過跟委員報告齁,同來的吃爐不更為報告,0.7142857142857143
488,變一萬就是因為我們有一些努力拉齁,變及了這是我我們劉心努力了喔,0.625
489,在我剛接任的時候,在我剛機論書,0.625
490,打個岔為我們還沒講到,打的唱因為我們還沒有講到,0.4
491,福利我們只有講第一個我們一個一個來,福利我的車獎第一狗一越的來,0.5882352941176471
492,第一個有效管理基金,第個有效管理基金,0.1111111111111111
493,有還是沒有,有孩子沒樣,0.6
494,就是要繼續努力跟,就是字的繼使門的的燈,0.875
495,我們看一下您的報告裡面提到的呢,我們太向林的報告裡面提到的呢,0.26666666666666666
496,你現在的收入來源我們先不談一次性,你先在的收入來源工信不太一次性,0.3125
497,不談一次性的我們談穩健的收入來源的部分,台一次性的和談穩件的搜入來源的部分,0.3157894736842105
498,您的這一個投資的部分呢其實你上面自己講了就說你的這一些的東西呢都,聽可這個投資的部分的其斯你上面自己講了就說你的這些的東西的度,0.25
499,低於銀行一年期的定存,一銀行一年級的地存,0.4
500,然後再在你其他的報告裡面你也提到你主要的收入來源其實都是,然後在裏提他的報告裡面積提到一主要的收入來源其司都四,0.2857142857142857
501,支息嗎你的支息擺的都是在銀行的存款,自使望尼的自己擺的都是在銀行的存款,0.35294117647058826
502,就是您的報告上面說的那我就請教了,這次林的報告上面說的破就請教紋,0.375
503,以這麼些微的以你的投資報酬,也脆落些為的一利的投資道中,0.6153846153846154
504,先不提就是說你賣掉過資產之後現在資產有二十幾先不提這個東西我們講單純的基金本身的,先不體就說你賣掉過資產促現在自菜有兒幾先不體對的動西王獎傳的基金先的,0.475
505,他的他的他的基金本體的部分呢你原來捐助章程上面就是已經有,他的他的套基金本體的部分的離原來軍度傷則操明就是已經有,0.35714285714285715
506,那你把這些錢呢,把這些錢呢,0.2857142857142857
507,都擺在銀行裡面也知道這些的票卷他的投資的組合呢都不好,擺在銀行裏面有次到最些的票卷他的投資組合那平不好,0.34615384615384615
508,這樣子能夠符合,漢子能開復合,0.5714285714285714
509,有效管理基金嗎這是我第一個問題,有效管理基金額自作第個問題,0.3333333333333333
510,因為時間關係我先把我的問題講完再拜託,業五時間關系我先跑的問題講完成來多,0.4444444444444444
511,那個懂長以書面回覆,個董場以蘇紐回後,0.6666666666666666
512,第二個我們講說你有效管理資金,等我們角說你有效管理資金,0.2857142857142857
513,那不難道就說你的董事成員的組織的成份裡面,不難道就說你的董是成員的組織的成分裡面,0.15
514,要有懂的投資組合的,由懂的投資組合的,0.2222222222222222
515,這樣的一個人才嗎,這的一個人才嗎,0.125
516,但是我在看你的董事的,所在可的董事的,0.5
517,組合裡面當然我知道董事長你會有委屈因為有一些部分是官派的,是合裏面單我子的董腦因會有委區又有些部分絲觀塊的,0.5714285714285714
518,可能未必能夠盡如你意,可能怪閉能個進如你義,0.5
519,但是董事長現在您,三四東的現在您,0.625
520,副主委也是執政黨的一份子,負作也次次在腦的一分子,0.6666666666666666
521,所以在各個機構組,最在各的機個組,0.5
522,指派的時候呢,自拍的時候呢,0.3333333333333333
523,你能不能夠也拜託,你能不能夠也拜通,0.125
524,各個行政的單位,在個行政的單位,0.14285714285714285
525,榮民他對於國家的建,輪民他對於國家的見,0.2222222222222222
526,國家的貢獻,國家的沛線,0.4
527,所以能夠讓,車以人更讓,0.6
528,最起碼有一些成員裡面,最其馬有一些成員裡面,0.2
529,能夠讓這些,能給讓此些,0.4
530,懂的投資組合怎麼樣子能夠創造,的投入資組合資麼樣子能的創造,0.2857142857142857
531,獲利的這些的人能夠參與,地的最些的人能夠參與,0.2727272727272727
532,因為董事長您的這個董事人選我沒有意見但是我覺得,越董港民的在的董事人選腦喵意見對送我覺得,0.5217391304347826
533,好像看不出來他們,好像看不出來他們,0.0
534,懂得這個投資,同的這個投資,0.3333333333333333
535,這是我第二個問題啊,之醋我配個問題要,0.5555555555555556
536,第三個問題我要請教說,三問題的我請教說,0.4
537,他的上面的提到就是說關於榮民榮眷的福利,的方面的提到就是關於融民龍劵的福力養,0.42105263157894735
538,跟服務我覺得,服務網我覺得,0.3333333333333333
539,董事長你剛剛講的很好,羅爾一當講的很好,0.6
540,這些榮民榮眷的他都凋零了,這些融民容鎮的他不丁,0.5833333333333334
541,他凋零的時候在他還沒有真正的凋零之前,調零的時候的在他還沒參測凋寧之前,0.4444444444444444
542,我們是不是應該,我不十字應該,0.5714285714285714
543,他前面年輕的時候付出了一生,鐵面年輕的增付出了一分,0.38461538461538464
544,為國家打拼,國家打拼,0.2
545,這一些我們最起碼肯定他我們對他們的照顧,這一些我們最其嗎肯定她我們對他的菜步,0.3157894736842105
546,好像不應該只是給,好像不應該此次給,0.25
547,每個月給多少錢而已我剛剛聽到,每個月給多好甜為無當聽的,0.5714285714285714
548,您增加了給的福利,民間加了給的福利,0.25
549,但問題是說有時候很多東西,問題次說有孫五很多東西,0.3333333333333333
550,並不是錢能夠滿足的,是不是前能夠滿足的,0.2222222222222222
551,他對於台灣的貢獻我們是不是最基本的給他的尊重,對於臺灣的貢獻我們十次最基本的給他的真正,0.3181818181818182
552,我要請教副主委,我要請證不足為,0.5714285714285714
553,我們給了這些對台灣有貢獻的榮民,他們給了這些對調有貢獻的農民,0.26666666666666666
554,給了什麼樣的尊重,每個怎麼樣的尊重,0.375
555,給了什麼樣的一個照顧,每了怎麼樣的個照顧,0.3
556,是剛剛委員提到幾個問題第一個你提到就是我們的,是當位文題的幾個問題地的米提到就是文的,0.5454545454545454
557,有效管理就是利息是這樣齁,就下管理就歷史對建喔,0.75
558,這個小基金會,日這個小機去會,0.5
559,然後我們沒有專業人員,然我們沒有專業人點,0.2
560,我們不敢隨便投資,怎麼不感射的口之號,1.0
561,因為如果萬一虧損了那,因為軍的那理會手能了,0.8
562,是執政黨所派的,是停震黨所派的,0.2857142857142857
563,副主委您在執政黨,最中偉沒才子震黨,0.875
564,各個行政機關當他們指派,各的行的機關當他們紙派,0.2727272727272727
565,董事的時候呢,不市的時候了,0.5
566,是不是也可以讓一些,四自也可以用一些,0.4444444444444444
567,懂得投資的人能夠納入,的投資的人能夠納入,0.2
568,而不是全部都是政治的派令我相信,而不死全部都是政治的派留消信,0.26666666666666666
569,剛剛副主委你剛剛前面提到,當不頓鋼體前面題道,0.8333333333333334
570,政府機關就跟榮民榮眷有關係的,證據外就跟贏得局關係的,0.6428571428571429
571,例如榮民榮眷是根據,有雄的就是登記,0.8888888888888888
572,根據兩岸關係條例,好的好根結滾小力,1.0
573,所以所以陸委會跟海基會都有人,神收度了的馬覺動人,0.9285714285714286
574,抱歉因為時間到我,號卻因為時間到我,0.25
575,我再拜託那個副主委在用書面的回答就好我把題目講出來就好了,我在拜脫那的副負責的用書面的回達掉把屏幕講出來就好,0.4642857142857143
576,我看到你的約定的人員呢,就看看你的約病的人員了,0.36363636363636365
577,看到你約聘人員剛才說是有這個12位嗎,個約聘的人員鋼臺縮自有這個三貴嗎,0.6111111111111112
578,那但是這些約聘的人員,可是這些約真的人員,0.3
579,他的他對於基金會造成的一個成本,的他的大對於基金會造成的一個成本,0.13333333333333333
580,還有就說為什麼這些,還有就從會所這些,0.4444444444444444
581,因為我看你派的全部都是秘書啊,火看起派的全部都是秘書網,0.35714285714285715
582,我不知道為什麼會需要這麼多秘書啊,我不再從未需要做多秘書網,0.5625
583,你不是應該難道是,你不是應門投四,0.5
584,你的終止還有你應該提供的服務,你的中此還有你應該提供的服務,0.14285714285714285
585,這一些的東西你應該去做規劃為什麼會需要那麼多的秘書我在拜託副主委,屬現些的東西林去做規劃為所謂需要諾多的秘書國在拜託坐台,0.4375
586,榮家目前的服務狀況,上加目前的支烈服務這麼,0.6666666666666666
587,跟人力的配置跟設備,更的力的配置跟設備,0.2222222222222222
588,您目前覺得滿意嗎,目集定滿一覽,0.75
589,我是養護處處長,是這有物作處長,0.7142857142857143
590,那榮家是公務機關他的,那棱教是公務機本他的,0.3
591,配置是有編制的,被資識編制,0.7142857142857143
592,他都要依照編制來,達到一個編自來,0.75
593,來來那個派派,來來的派派,0.3333333333333333
594,所以他都依照編制來,這說他對一個編制來,0.5555555555555556
595,這個每個榮家的特性齁他榮家,是品你這種站特系考設高龍家,0.9230769230769231
596,基本上老人人口比較多,基本向金額老人不表多和諧,0.8
597,過去比較多眷村,取得度軍存,1.0
598,所以眷村的這一些長輩,最陣稱的資些整備,0.8
599,有時候到榮家去,不說到容要去,0.7142857142857143
600,榮家就是需要他有一個好的環境,我在句子需要台與個好的環境,0.5
601,可以在那邊這個生活,在對逼記隊了生活,0.7777777777777778
602,齁他們就醫都去哪裡,就都劇哪,0.6666666666666666
603,就醫我們有一個三級整合,就一我們有一個賽級整合他,0.2727272727272727
604,最優先的話都會到我們的榮總的分院,這優先的話都會動我們的能總的分月,0.25
605,榮總分院在哪裡,因工微本來,1.0
606,他要跑到台南,還澎兒了,1.0
607,你有去過嗎,舉一系圈的嗎,1.0
608,岡岡山的話到高雄榮總跟到台南分院距離是差不多的,當三找到高雄所們大卡來最運的距離差不斷,0.6956521739130435
609,阿當然去高雄榮總阿怎麼會跑到分院去,上中盟整彎如一這個根音據,1.0
610,所以他們可以自由選擇,團北具有選擇,0.8
611,我們兩邊都有,兩的,0.8333333333333334
612,資源當然是高雄的比較好啊,私人當們是更中的比較好啊,0.4166666666666667
613,台南分院在哪裡你知道嗎,現在被的你了,0.8181818181818182
614,從岡山到永康怎麼會比,請剛這的勇剛怎麼會壁,0.7
615,這個岡山到這個左營還近,是個剛生到這度總略進,0.7272727272727273
616,沒有這個不會強制啦,你這多強制了,0.6666666666666666
617,這這跟委員報告這一定,這這更為保這裡,0.7
618,我們的桃園,我們的逃演,0.4
619,榮家跟八個榮家每天有車,兩價跟大的總價沒料者,0.9090909090909091
620,去那裡去台北榮總,起哪裏去他對動洞,0.875
621,我們那裏就有個桃園,什們就別個同,0.6666666666666666
622,榮護院他說唉說現在我們這裡啊,總不大中還中市的無這牙,0.9285714285714286
623,他的需求相對比較高,他需求項的調到,0.6666666666666666
624,第一個他有眷村的這一些長輩另外,逼的臺俊成的基場被冰了,0.9333333333333333
625,他這個非都會區的老人人口比較多,還這個被度區的任的表度,0.7333333333333333
626,所以非這個榮眷的部分,最非一制個愛龍俊的部分,0.7
627,就一般的市民,有一百市名,0.6666666666666666
628,他的長輩能不能進駐,他整備門們進駐,0.6666666666666666
629,能不能進駐,明女進組,0.8
630,那目前比例是多少,那目前比例十多少,0.125
631,報告委員我們進駐我們開放給一般民眾他是有一個限制是占床率,到為我們進住人的開放的一百民眾他是有一個限制是戰成率,0.39285714285714285
632,低於百分之九十以下我們是開放百分之,一本九事項不是開到本質,0.8235294117647058
633,百分之五到十,來組到時,0.8333333333333334
634,養護的床位會比較,固的從胃會比較,0.5
635,比較缺比較少,比較缺比較少,0.0
636,那安養的床位會比較多,的二有的常委會比較多,0.5
637,目前我們所有十六所榮家總共有四百八十三位的,目前們所永時令所龍家總沒有四百八十相為了,0.42857142857142855
638,岡山榮家我會在去查一下我的資料,登森努調會再具查下我的資料,0.5333333333333333
639,岡山榮家他開放,高在度加大開放,0.7142857142857143
640,一般市民市民長輩齁,但市民市名長北好,0.5555555555555556
641,他年紀比較大而且他經濟弱勢的話他需要,他裏別達而且他各進力入史的萬和需要,0.6666666666666666
642,去這個岡山榮家,來去這給感農價,0.8571428571428571
643,有多餘的床位剩餘的床位我希望能夠,就動的常胃最用成舞休門夠,0.875
644,更多的比例,更多比例,0.2
645,可以提供給一般,可以提供了一般,0.14285714285714285
646,非榮眷的這些這些長輩,被龍俊的基金自己整備,0.9
647,不要發現你空床在那邊,國把與工籌認的邊,0.9
648,你們有一些活動齁,謝密有性活動,0.625
649,也希望通知一下當地的立委吧,一希望投資下當地例委吧,0.46153846153846156
650,他是岡山榮家他行政區是在燕巢,湯子讓在農家的子他行政局思位的印潮,0.9285714285714286
651,燕巢當然不是我的選區但是他岡山榮家,你的幹不正學局的剛在農量,0.9411764705882353
652,很多服務的這些這個眷村的這些長輩,很能服務的這些這個競成績這些掌隊,0.375
653,都是在岡山的眷村嗎,但是在剛賽變程嗎,0.6666666666666666
654,所以你有活動或者你有什麼相關的計畫,真治國動灰子女有中相會計畫,0.7058823529411765
655,也麻煩你們通知一下,一媽板通知一下,0.5555555555555556
656,當地的立委可以嗎,將比利委可以了,0.625
657,這我們會要求,正個會要求,0.5
658,那那個邱邱委員這樣子齁,好那什麼什個就是會人的那個這就家早,1.2727272727272727
659,你剛剛講的第一個問題是這樣齁,剛講的地五只是間,0.7142857142857143
660,既然叫榮家榮民優先啦,卻就總家中遊限了,0.9
661,餘裕我們提供給民眾,這得有一我提供給民眾了,0.6666666666666666
662,我不要讓我發現說有空床在那邊閒置在那邊,我標路拍作以空藏的的力行資人邊,0.8421052631578947
663,然後一般的這個,老西班的自給,0.8571428571428571
664,市民的長輩沒辦法進去,二四名的整備被報進去,0.8
665,是我跟委員報告我們剛來只執政的時候也就是將近四年前喔,是虧委報文剛了之贈設為就是講弟視頻錢到,0.7692307692307693
666,在民眾在我們榮家總共幾個十個啦,在民正在農價整麼幾的時個,0.6666666666666666
667,現在是四百零八個,是的是四百報,0.625
668,有開放那我們在繼續我們第一第一,只我卡到不在記術的地,0.9333333333333333
669,第二我們以前要求,我前要求,0.5
670,榮務處跟榮家齁,財入出更中家,0.8571428571428571
671,痾當地的縣市,當地的甚至,0.5
672,政府跟立委,政府跟地位,0.4
673,要邀請當然如果是內部的,調表去大多子內部的,0.7272727272727273
674,就不邀請了齁,不要去勞,0.8333333333333334
675,但因為有一點齁是這樣委員剛剛提到,但略有點到事件你戰題的,0.8125
676,我因為為怕爭議齁,等們月貴的他爭意有,1.0
677,我們只邀請當區,文只要請當席,0.5714285714285714
678,那你剛剛提到齁你不再那一區但是,萬良提到他要內期但是,0.7333333333333333
679,很多你的選區去這一點我們請他們在,動女的險機是最酒其他不再接性,0.9375
680,岡山就是我的選區,剛在就是我的選區,0.25
681,所以你不要說,順女公族,1.0
682,拘泥在一個說這個一定要在行政區,居離在制則二這個列行政局,0.6666666666666666
683,我留一點時間問一下事業處處長齁這個,也直因為下這個四處處的好記對,0.8823529411764706
684,退伍會轉頭是目前事業單位多少,退味轉投資目前事業的多,0.5
685,痾我們所有持股有持股的三十家那,而我門而所有持股了持股的三十家了,0.3333333333333333
686,主要投資持股也就是百分之二十以上的二十三家,主要奪的持個百分的許勝的日三獎,0.6666666666666666
687,好我們靠我們討論百分之二十以上的啦齁,我們考紅同白救洗上門號,0.8333333333333334
688,這個百分之二十以上有二十三家,這個本租入隨賽由三家,0.7142857142857143
689,過去一年有賺錢的有幾家,過區一年又這及利有即價,0.6363636363636364
690,痾目前二十三家裏面除了歐希因為龍崎的案子,呃目前二三家裏面足需為的龍取的才,0.55
691,都沒有營運之外,的沒營用之外,0.42857142857142855
692,還有泛亞他這兩年有受到一些工程的影響,還有泛雅他這兩也有受來些工程的影響,0.2222222222222222
693,其他的都是有盈餘的,提高的都秀應語的,0.6666666666666666
694,二十一家都有盈餘,二十一家都盈語,0.25
695,好你們這個盈餘,留的疑餘,0.8571428571428571
696,阿這個退伍會,二資格稱不會,0.8333333333333334
697,有沒有什麼特別的要求,也為總特比必要求好,0.8
698,所以他如果,只能如果,0.6
699,比方說齁我具體說啦齁,沒做我具體說啦,0.5
700,有瓦斯公司,如果自公司,0.6
701,瓦斯公司他如果在價格上面獨斷,勞子公公司趴魯的價格上面毒的,0.6428571428571429
702,造成說很多,到超曾孫很多,0.8
703,不管是企業用戶或是一般用戶,十氣用戶這個用戶,0.6923076923076923
704,對價格他們有這一些疑慮,預價格他們自疑力,0.5454545454545454
705,形成壟斷性的這個控制,其子壟斷性的這個控制,0.2
706,那你們又是百分之二十以上的股東,和你的用務是百這戲上活動,0.8
707,那但是你們不是董事長,二次裏的不是董事長,0.5
708,你們不是這個這個總經理,你們不是最治這個總經理,0.18181818181818182
709,那你們官派董事能不對他們經營有,那你們工被董事的麼對他記,0.5333333333333333
710,這個這個包括價格上壟斷有沒有甚麼約束性,這個這都這價的正容在有沒什麼約主訓,0.5789473684210527
711,跟委員報告,跟晚報道,0.6
712,基本上因為他是屬於地區,而基本上因為爾他的屬地區,0.36363636363636365
713,就每一個瓦斯公司他有一個核定的地區,這每一個東時他個核定的地區,0.4117647058823529
714,按照目前天然氣事業法,按照部決電地是法,0.7
715,他是自然而然會形成地區性的獨佔,他是治療兩會行著地區的賭展,0.6
716,那他的費率會按照剛剛委員講,到他的費律之安到該委獎,0.6923076923076923
717,他一定要經過,一地上經過,0.5
718,地方政府還有,被當最府還有,0.5
719,經濟部能源局的核定,經濟不人園局的合定,0.4444444444444444
720,所以他那個氣價的確也是一個核定的氣價,整利的氣價地確去個合頂的地價,0.6666666666666666
721,但剛剛委員我知道就之前有一些,等高委員我這就自己了有一些,0.5714285714285714
722,部分的廠商的一些反映,問的廠商裏反應,0.6
723,大概每每個禮拜都來跟我反映說這個價格,好到每為個裏拜的度百一座者價格,0.7222222222222222
724,他們難以接受齁,他們來接受,0.42857142857142855
725,特別不景氣的時候這個這個,對於不僅進孫物這個這給,0.6666666666666666
726,因為這個天然氣的成本增加,因為證電借成的增加,0.5833333333333334
727,讓他們這個可能會倒閉,讓他們這可能會到閉,0.2
728,或者一般用戶就覺得阿這個可能這個天然氣這麼貴,會了一個月務有預這的好就可能這對電定等會,0.8181818181818182
729,所以你就你要發揮你這個官派董事的立場,是許這名航會女這關備董事立上,0.7777777777777778
730,以民眾的福祉為優先,因政的不死麼憂心,0.8888888888888888
731,他有賺錢合理利潤我可以接受,還有鉆街的合理率的為接受,0.6923076923076923
732,你超額利潤我就不能接受啦,你沖利動一會接受了,0.6666666666666666
733,跟委員報告就是目前,和各位報就是目前,0.4444444444444444
734,特別針對工業鍋爐的轉換這個大概這一兩年也有部分委員都提到,這別針對公業公爐的轉化這待這一兩爺也部分穩都提到,0.39285714285714285
735,那這個部分基本上在轉換的這個都有做優惠的價格,這個部分劇的將在轉換的這個都有做優惠的價格,0.18181818181818182
736,那如果說像剛剛委員特別提到,那如果說校剛委的特別提到,0.23076923076923078
737,我想請問一下喔,我像起問一下,0.42857142857142855
738,現在新冠肺炎的疫情非常嚴重喔,現罪盡管最嚴的一請量研做,0.8571428571428571
739,那麼我們根據,我們根據約,0.5
740,痾這個行政院,幾個新業,0.8333333333333334
741,衛福部這邊所發布的,被付部這邊所發布的,0.2222222222222222
742,痾一級的這個防疫,一級一百特界的方映,1.0
743,防疫的應變作為喔我想請問一下副主委喔,房意的一個作為奧相企微下不足為這個,0.8333333333333334
744,退輔會這邊所要負責的關於,這組會機邊主要負責的款語,0.5
745,痾這個防疫的應變作為喔,這個防疫的零點作為要,0.36363636363636365
746,在一級開設的時候是甚麼樣子,在一級開設的時候是什麼,0.23076923076923078
747,其實我們退輔會喔在年前就已經成立了這個專案小組,公們特為在在明錢度已銀成立的的長轉轉小,0.7391304347826086
748,那防疫這個升級以後勒,那防禦這個升級偶人,0.4
749,我們在退輔會已經成立了,我在這個銀成立,0.6363636363636364
750,成立了這個指揮中心每周,今月的資規中心達美週,0.9090909090909091
751,或者不定期隨時有需要隨時開會,的不定情隨時有時量卻下改為,0.6428571428571429
752,那根據中央的話我們去進駐的話就是中央,那工隊的爭央的把我們的清祝的就中央,0.5555555555555556
753,有任何的指導,劉綜合的指導,0.5
754,我們就馬上可以橫向聯繫,的們就把下給以直接很加明行,0.9090909090909091
755,那配合中央來做,配合中來者,0.42857142857142855
756,我想請問齁這個退輔會齁,所要請望記者對付會,0.8181818181818182
757,在這個政府所規劃的,在這個政府所規劃的,0.0
758,應變作為在一級開設的時候有什麼特別的做法是退輔會應該要負責的,並對作為在一及開始的色了什麼特別的做法是這府而會表負責人,0.4666666666666667
759,這這個中央開設的話他會給我們北中南,這度中要開始把他懂北中來,0.6470588235294118
760,所有的總院他們他們有分派他們醫學中心的任務,所總業他們他們分百二們一學中心的任務,0.3333333333333333
761,區院任務那如何,詢問任務來如何,0.42857142857142855
762,動線如何做,現模作,1.0
763,隔離的床位如何分配,合理的常胃如何分配,0.4444444444444444
764,我們都根據疾管屬中央,走頓都不具氣管所正就增量,1.0
765,給我們分派的任務我們來,所們分牌人來,0.7272727272727273
766,這個考試算及格喔,考試在計道,0.75
767,現在的這個一級防疫的時候退輔會的應變作為喔,現在的這個古及防意的時候對不會定本作為,0.42857142857142855
768,在第一級開設的時候必須要能夠協調榮民醫療,在地級拍攝的摔不下那個協調融民療,0.65
769,病床的調度以及支援,其病場的調度及資源素,0.6666666666666666
770,那我這邊要請問齁,老就要請問好,0.625
771,跟退輔會相關的這個事業裡面,跟這不會以相關的這個的事業料,0.46153846153846156
772,天然氣然後電力客運其實都有,氣喔聊電地保客運其是都有好,0.6153846153846154
773,那麼一這些單位他有沒有在一級疫的時候他的應變措施是甚麼,你個就些單位他有沒有在一級防疫的時候他的一面措施是什麼,0.2962962962962963
774,痾跟委員報告,更文報道,0.8333333333333334
775,其實各個投資事業都已經召開了內部的應變小組,實時各個都資是都已經找開內部的應對小組,0.38095238095238093
776,隨著政府的提高的這個升級,誰的政府的提高的這個升級,0.16666666666666666
777,那相關的這一些特別是客運公司天然氣公司,的相關的最些特別是可以中時界機公室,0.5789473684210527
778,內部也都把相關的這個應變措施也都提升了,未部有都把相關的這個應對措施有都提升了,0.21052631578947367
779,所以現在他們都是屬於,最現在他們都是屬於,0.2
780,他是自行的就是配合整個疫情升高做自行的管制,而是自行的支配合的的一起睡要做自行的管制,0.42857142857142855
781,但是管制的密度頻率,在是管制的密度頻率,0.1111111111111111
782,開設的時候這些單位應該要做的應變作為是甚麼,開射的時候這些單位應表作裡變做了是什麼,0.42857142857142855
783,目前就因為我們目前是跟大眾接觸,的目城鎮用了的目前是跟大眾接楚,0.5333333333333333
784,針對的主要還是接觸面的這一些員工,針對的主要還是接觸內的真星勇隊,0.375
785,他的相關的防疫自我防疫措施為主,他的相關的防疫陣我的房疫措施為主,0.2
786,對不起我必須說這不是正確答案齁,有且必須所就不是政確答案這券打謝要,0.8
787,針對痾這個天然氣還有這些能源的這些,針對而這個界且啊最些的員的這些,0.5294117647058824
788,設施齁國營企業的設施齁,設施好管期業的設施喔,0.45454545454545453
789,要有持續營運的計畫,有實許營運的計畫,0.3333333333333333
790,什麼叫持續營運的計畫就是當這個疫情擴大到可能社區感染的時候,想要持續人的計劃就兜著一經擴大到可的設計代的時候好,0.6206896551724138
791,能源天然氣,人員居然氣,0.6
792,客運這些電力通通都是必須要能夠,客運跑這些對比通能就是不須要能夠,0.4
793,與這個社區傳染的狀況是能夠構共存的,預這的社區全北個較況五滾存的,0.6470588235294118
794,好所以說我這邊必須要,好是中知對下,0.9
795,提醒退輔會齁,提醒拆股會好,0.5
796,針對現在一級防疫開設,針對現在一級防一開測,0.2
